petType,healthCondition,petAge,weightRange,activityLevel,allergies,dietaryPreferences,includeTreats,budgetFriendly,portionSize,recommendation
Dog,Sensitive Stomach,Puppy,Small (<5kg),Very Active,Chicken,Organic,False,False,1.3,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Rabbit,Urinary Health,Senior,Extra Large (25-40kg),High,Grain,Grain-Free,True,True,2.7,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Sensitive Stomach,Young,Medium (5-10kg),High,Dairy,Organic,False,False,2.6,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Dog,Urinary Health,Senior,Small (<5kg),Very Active,None,Grain-Free,True,True,2.2,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Rabbit,Dental Health,Young,Large (10-25kg),Low,None,Low-Carb,True,False,3.3,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Feather Health,Senior,Small (<5kg),Very Active,None,Grain-Free,False,True,3.5,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Dog,Diabetes,Adult,Extra Large (25-40kg),High,Dairy,Raw,False,True,0.4,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Bird,Feather Health,Young,Large (10-25kg),Very Active,None,Low-Carb,True,False,0.3,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Healthy,Young,Medium (5-10kg),High,Dairy,Raw,True,True,3.2,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Feather Health,Puppy,Large (10-25kg),Medium,None,Grain-Free,True,True,0.5,"Recipe: Digestive Aid | Ingredients: Ground turkey (1 cup, organic), Pumpkin puree (1/2 cup), Dairy-free yogurt (1 tbsp), Slippery elm powder (1/4 tsp) | Instructions: 1. Cook turkey thoroughly. 2. Blend with pumpkin and yogurt. 3. Add slippery elm powder. | Notes: Soothes stomach inflammation. Budget-friendly."
Rabbit,Healthy,Puppy,Small (<5kg),Low,Fish,High-Protein,True,True,2.4,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Joint Issues,Senior,Small (<5kg),High,Fish,Raw,False,False,0.8,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Obesity,Senior,Extra Large (25-40kg),Very Active,Dairy,Low-Carb,False,False,3.2,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Urinary Health,Senior,Large (10-25kg),Medium,Beef,Organic,True,True,1.0,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Diabetes,Senior,Medium (5-10kg),Very Active,Dairy,High-Protein,True,False,0.4,"Recipe: Digestive Aid | Ingredients: Ground turkey (1 cup, organic), Pumpkin puree (1/2 cup), Dairy-free yogurt (1 tbsp), Slippery elm powder (1/4 tsp) | Instructions: 1. Cook turkey thoroughly. 2. Blend with pumpkin and yogurt. 3. Add slippery elm powder. | Notes: Soothes stomach inflammation. Budget-friendly."
Dog,Sensitive Stomach,Young,Medium (5-10kg),Medium,Fish,Glucosamine,False,False,1.9,"Recipe: Healthy Dog Formula | Ingredients: Fresh salmon (1.5 cups), Cooked quinoa (1 cup), Spinach (1/2 cup), Blueberries (1/4 cup), Fish oil (1 tsp) | Instructions: 1. Bake salmon at 350°F for 20 mins. 2. Mix with quinoa and spinach. 3. Top with blueberries and fish oil | Notes: Supports coat health. Premium ingredients."
Dog,Urinary Health,Senior,Extra Large (25-40kg),Very Active,None,Raw,True,False,1.7,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Rabbit,Dental Health,Puppy,Medium (5-10kg),Low,Grain,Organic,False,False,0.7,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Sensitive Stomach,Adult,Extra Large (25-40kg),Very Active,Dairy,High-Protein,False,False,2.4,"Recipe: Digestive Aid | Ingredients: Ground turkey (1 cup, organic), Pumpkin puree (1/2 cup), Dairy-free yogurt (1 tbsp), Slippery elm powder (1/4 tsp) | Instructions: 1. Cook turkey thoroughly. 2. Blend with pumpkin and yogurt. 3. Add slippery elm powder. | Notes: Soothes stomach inflammation. Budget-friendly."
Dog,Urinary Health,Young,Large (10-25kg),Low,Dairy,Glucosamine,False,True,1.5,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Rabbit,Feather Health,Adult,Medium (5-10kg),Medium,Grain,Glucosamine,False,False,0.7,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Feather Health,Senior,Medium (5-10kg),Low,Grain,Organic,False,True,0.6,"Recipe: Digestive Aid | Ingredients: Ground turkey (1 cup, organic), Pumpkin puree (1/2 cup), Dairy-free yogurt (1 tbsp), Slippery elm powder (1/4 tsp) | Instructions: 1. Cook turkey thoroughly. 2. Blend with pumpkin and yogurt. 3. Add slippery elm powder. | Notes: Soothes stomach inflammation. Budget-friendly."
Rabbit,Diabetes,Puppy,Large (10-25kg),Low,Chicken,Organic,True,True,1.9,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Dog,Feather Health,Young,Large (10-25kg),Low,None,Raw,False,True,2.5,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Cat,Urinary Health,Adult,Extra Large (25-40kg),Medium,Grain,Raw,False,True,2.3,"Recipe: Urinary Care Mix | Ingredients: Boiled chicken breast (1 cup), Dried cranberries (1 tbsp), Pumpkin (1/4 cup), Taurine supplement (1/4 tsp) | Instructions: 1. Shred chicken. 2. Mix with pumpkin and cranberries. 3. Add taurine. | Notes: Promotes urinary health. Avoid fish allergens."
Bird,Joint Issues,Young,Medium (5-10kg),Medium,Chicken,High-Protein,False,False,3.1,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Urinary Health,Young,Extra Large (25-40kg),Medium,None,Organic,True,True,3.1,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Diabetes,Puppy,Large (10-25kg),High,Grain,Organic,True,True,2.2,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Feather Health,Young,Medium (5-10kg),Medium,Grain,High-Protein,False,False,2.4,"Recipe: Urinary Care Mix | Ingredients: Boiled chicken breast (1 cup), Dried cranberries (1 tbsp), Pumpkin (1/4 cup), Taurine supplement (1/4 tsp) | Instructions: 1. Shred chicken. 2. Mix with pumpkin and cranberries. 3. Add taurine. | Notes: Promotes urinary health. Avoid fish allergens."
Bird,Obesity,Young,Medium (5-10kg),Low,Fish,High-Protein,False,True,1.6,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Joint Issues,Young,Extra Large (25-40kg),High,None,Organic,False,False,1.0,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Sensitive Stomach,Young,Extra Large (25-40kg),Very Active,None,Raw,False,False,1.0,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Feather Health,Senior,Medium (5-10kg),Low,Grain,High-Protein,False,False,1.3,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Joint Issues,Adult,Medium (5-10kg),High,Grain,High-Protein,True,False,0.5,"Recipe: Urinary Care Mix | Ingredients: Boiled chicken breast (1 cup), Dried cranberries (1 tbsp), Pumpkin (1/4 cup), Taurine supplement (1/4 tsp) | Instructions: 1. Shred chicken. 2. Mix with pumpkin and cranberries. 3. Add taurine. | Notes: Promotes urinary health. Avoid fish allergens."
Rabbit,Joint Issues,Puppy,Small (<5kg),Low,Dairy,Low-Carb,True,False,2.1,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Dog,Joint Issues,Young,Small (<5kg),Medium,Chicken,Grain-Free,True,True,2.0,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Dog,Obesity,Adult,Medium (5-10kg),High,Beef,Grain-Free,True,False,0.7,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Bird,Urinary Health,Young,Small (<5kg),Low,Fish,High-Protein,True,True,2.9,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Dental Health,Young,Medium (5-10kg),Medium,Chicken,Raw,True,True,2.1,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Sensitive Stomach,Senior,Extra Large (25-40kg),Very Active,None,Glucosamine,False,False,1.6,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Healthy,Puppy,Medium (5-10kg),Low,Chicken,Glucosamine,True,False,3.1,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Joint Issues,Adult,Large (10-25kg),High,None,Low-Carb,True,False,3.0,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Dog,Obesity,Senior,Large (10-25kg),Low,None,Raw,True,False,1.2,"Recipe: Healthy Dog Formula | Ingredients: Fresh salmon (1.5 cups), Cooked quinoa (1 cup), Spinach (1/2 cup), Blueberries (1/4 cup), Fish oil (1 tsp) | Instructions: 1. Bake salmon at 350°F for 20 mins. 2. Mix with quinoa and spinach. 3. Top with blueberries and fish oil | Notes: Supports coat health. Premium ingredients."
Rabbit,Diabetes,Puppy,Medium (5-10kg),Very Active,None,Raw,False,True,2.9,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Diabetes,Adult,Large (10-25kg),Very Active,Fish,Grain-Free,True,True,1.0,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Joint Issues,Young,Small (<5kg),Medium,Fish,Low-Carb,True,False,1.9,"Recipe: Urinary Care Mix | Ingredients: Boiled chicken breast (1 cup), Dried cranberries (1 tbsp), Pumpkin (1/4 cup), Taurine supplement (1/4 tsp) | Instructions: 1. Shred chicken. 2. Mix with pumpkin and cranberries. 3. Add taurine. | Notes: Promotes urinary health. Avoid fish allergens."
Dog,Healthy,Young,Extra Large (25-40kg),Very Active,Beef,Glucosamine,True,True,1.8,"Recipe: Healthy Dog Formula | Ingredients: Fresh salmon (1.5 cups), Cooked quinoa (1 cup), Spinach (1/2 cup), Blueberries (1/4 cup), Fish oil (1 tsp) | Instructions: 1. Bake salmon at 350°F for 20 mins. 2. Mix with quinoa and spinach. 3. Top with blueberries and fish oil | Notes: Supports coat health. Premium ingredients."
Bird,Dental Health,Puppy,Small (<5kg),High,Grain,Organic,True,True,0.6,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Urinary Health,Puppy,Small (<5kg),Very Active,Fish,Raw,True,False,3.4,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Diabetes,Puppy,Extra Large (25-40kg),Low,Chicken,Grain-Free,False,False,0.4,"Recipe: Urinary Care Mix | Ingredients: Boiled chicken breast (1 cup), Dried cranberries (1 tbsp), Pumpkin (1/4 cup), Taurine supplement (1/4 tsp) | Instructions: 1. Shred chicken. 2. Mix with pumpkin and cranberries. 3. Add taurine. | Notes: Promotes urinary health. Avoid fish allergens."
Cat,Feather Health,Young,Large (10-25kg),Very Active,Beef,Grain-Free,True,True,2.8,"Recipe: Digestive Aid | Ingredients: Ground turkey (1 cup, organic), Pumpkin puree (1/2 cup), Dairy-free yogurt (1 tbsp), Slippery elm powder (1/4 tsp) | Instructions: 1. Cook turkey thoroughly. 2. Blend with pumpkin and yogurt. 3. Add slippery elm powder. | Notes: Soothes stomach inflammation. Budget-friendly."
Dog,Diabetes,Senior,Medium (5-10kg),Low,Grain,High-Protein,True,False,3.4,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Rabbit,Diabetes,Senior,Large (10-25kg),High,Beef,Low-Carb,True,True,2.3,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Diabetes,Young,Large (10-25kg),Very Active,Fish,High-Protein,True,True,3.1,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Sensitive Stomach,Puppy,Extra Large (25-40kg),Low,None,Low-Carb,False,True,0.5,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Dental Health,Adult,Extra Large (25-40kg),Low,Chicken,Raw,False,False,1.7,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Dog,Urinary Health,Senior,Large (10-25kg),Very Active,Beef,Grain-Free,False,True,1.5,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Rabbit,Dental Health,Puppy,Extra Large (25-40kg),High,Fish,Low-Carb,True,False,2.2,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Dog,Healthy,Adult,Large (10-25kg),Very Active,Beef,High-Protein,True,True,1.7,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Bird,Diabetes,Adult,Medium (5-10kg),Low,Grain,Glucosamine,False,True,0.8,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Dog,Urinary Health,Senior,Large (10-25kg),High,None,High-Protein,True,False,2.6,"Recipe: Healthy Dog Formula | Ingredients: Fresh salmon (1.5 cups), Cooked quinoa (1 cup), Spinach (1/2 cup), Blueberries (1/4 cup), Fish oil (1 tsp) | Instructions: 1. Bake salmon at 350°F for 20 mins. 2. Mix with quinoa and spinach. 3. Top with blueberries and fish oil | Notes: Supports coat health. Premium ingredients."
Cat,Obesity,Puppy,Extra Large (25-40kg),High,Fish,Low-Carb,False,False,1.1,"Recipe: Urinary Care Mix | Ingredients: Boiled chicken breast (1 cup), Dried cranberries (1 tbsp), Pumpkin (1/4 cup), Taurine supplement (1/4 tsp) | Instructions: 1. Shred chicken. 2. Mix with pumpkin and cranberries. 3. Add taurine. | Notes: Promotes urinary health. Avoid fish allergens."
Dog,Dental Health,Young,Extra Large (25-40kg),High,Chicken,High-Protein,True,False,2.8,"Recipe: Healthy Dog Formula | Ingredients: Fresh salmon (1.5 cups), Cooked quinoa (1 cup), Spinach (1/2 cup), Blueberries (1/4 cup), Fish oil (1 tsp) | Instructions: 1. Bake salmon at 350°F for 20 mins. 2. Mix with quinoa and spinach. 3. Top with blueberries and fish oil | Notes: Supports coat health. Premium ingredients."
Dog,Sensitive Stomach,Puppy,Medium (5-10kg),Low,Chicken,Glucosamine,False,True,2.1,"Recipe: Healthy Dog Formula | Ingredients: Fresh salmon (1.5 cups), Cooked quinoa (1 cup), Spinach (1/2 cup), Blueberries (1/4 cup), Fish oil (1 tsp) | Instructions: 1. Bake salmon at 350°F for 20 mins. 2. Mix with quinoa and spinach. 3. Top with blueberries and fish oil | Notes: Supports coat health. Premium ingredients."
Bird,Dental Health,Young,Medium (5-10kg),Low,Grain,Grain-Free,True,True,0.7,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Dog,Healthy,Puppy,Small (<5kg),Low,Grain,Glucosamine,False,True,2.2,"Recipe: Healthy Dog Formula | Ingredients: Fresh salmon (1.5 cups), Cooked quinoa (1 cup), Spinach (1/2 cup), Blueberries (1/4 cup), Fish oil (1 tsp) | Instructions: 1. Bake salmon at 350°F for 20 mins. 2. Mix with quinoa and spinach. 3. Top with blueberries and fish oil | Notes: Supports coat health. Premium ingredients."
Cat,Obesity,Adult,Large (10-25kg),Low,Chicken,High-Protein,True,False,3.0,"Recipe: Urinary Care Mix | Ingredients: Boiled chicken breast (1 cup), Dried cranberries (1 tbsp), Pumpkin (1/4 cup), Taurine supplement (1/4 tsp) | Instructions: 1. Shred chicken. 2. Mix with pumpkin and cranberries. 3. Add taurine. | Notes: Promotes urinary health. Avoid fish allergens."
Rabbit,Feather Health,Puppy,Extra Large (25-40kg),High,Dairy,Organic,False,False,3.3,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Joint Issues,Senior,Extra Large (25-40kg),High,Beef,Raw,False,False,1.9,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Diabetes,Adult,Small (<5kg),Low,Grain,Raw,False,False,0.3,"Recipe: Digestive Aid | Ingredients: Ground turkey (1 cup, organic), Pumpkin puree (1/2 cup), Dairy-free yogurt (1 tbsp), Slippery elm powder (1/4 tsp) | Instructions: 1. Cook turkey thoroughly. 2. Blend with pumpkin and yogurt. 3. Add slippery elm powder. | Notes: Soothes stomach inflammation. Budget-friendly."
Cat,Obesity,Senior,Large (10-25kg),High,Grain,Organic,True,False,2.2,"Recipe: Digestive Aid | Ingredients: Ground turkey (1 cup, organic), Pumpkin puree (1/2 cup), Dairy-free yogurt (1 tbsp), Slippery elm powder (1/4 tsp) | Instructions: 1. Cook turkey thoroughly. 2. Blend with pumpkin and yogurt. 3. Add slippery elm powder. | Notes: Soothes stomach inflammation. Budget-friendly."
Rabbit,Obesity,Adult,Large (10-25kg),Medium,None,Grain-Free,True,False,2.6,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Obesity,Senior,Large (10-25kg),Low,Fish,Grain-Free,True,False,2.8,"Recipe: Digestive Aid | Ingredients: Ground turkey (1 cup, organic), Pumpkin puree (1/2 cup), Dairy-free yogurt (1 tbsp), Slippery elm powder (1/4 tsp) | Instructions: 1. Cook turkey thoroughly. 2. Blend with pumpkin and yogurt. 3. Add slippery elm powder. | Notes: Soothes stomach inflammation. Budget-friendly."
Cat,Dental Health,Young,Small (<5kg),Medium,Dairy,Raw,False,True,0.5,"Recipe: Urinary Care Mix | Ingredients: Boiled chicken breast (1 cup), Dried cranberries (1 tbsp), Pumpkin (1/4 cup), Taurine supplement (1/4 tsp) | Instructions: 1. Shred chicken. 2. Mix with pumpkin and cranberries. 3. Add taurine. | Notes: Promotes urinary health. Avoid fish allergens."
Dog,Diabetes,Adult,Large (10-25kg),High,Dairy,Organic,False,False,3.2,"Recipe: Joint Support Stew | Ingredients: Lentils (1 cup), Sweet potato (1 cup), Turmeric (1/2 tsp), Coconut oil (1 tbsp), Glucosamine powder (1/4 tsp) | Instructions: 1. Boil lentils and sweet potato until soft. 2. Mash and mix with turmeric and coconut oil. 3. Stir in glucosamine. | Notes: Supports joint health. Budget-friendly."
Bird,Obesity,Adult,Small (<5kg),Medium,Chicken,Low-Carb,False,True,1.2,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Diabetes,Young,Small (<5kg),Low,Beef,Glucosamine,True,False,1.6,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Dog,Healthy,Puppy,Extra Large (25-40kg),Very Active,None,Organic,False,False,1.0,"Recipe: Healthy Dog Formula | Ingredients: Fresh salmon (1.5 cups), Cooked quinoa (1 cup), Spinach (1/2 cup), Blueberries (1/4 cup), Fish oil (1 tsp) | Instructions: 1. Bake salmon at 350°F for 20 mins. 2. Mix with quinoa and spinach. 3. Top with blueberries and fish oil | Notes: Supports coat health. Premium ingredients."
Cat,Sensitive Stomach,Puppy,Extra Large (25-40kg),High,Grain,Grain-Free,True,False,1.6,"Recipe: Digestive Aid | Ingredients: Ground turkey (1 cup, organic), Pumpkin puree (1/2 cup), Dairy-free yogurt (1 tbsp), Slippery elm powder (1/4 tsp) | Instructions: 1. Cook turkey thoroughly. 2. Blend with pumpkin and yogurt. 3. Add slippery elm powder. | Notes: Soothes stomach inflammation. Budget-friendly."
Cat,Joint Issues,Puppy,Extra Large (25-40kg),High,None,Organic,False,False,2.3,"Recipe: Urinary Care Mix | Ingredients: Boiled chicken breast (1 cup), Dried cranberries (1 tbsp), Pumpkin (1/4 cup), Taurine supplement (1/4 tsp) | Instructions: 1. Shred chicken. 2. Mix with pumpkin and cranberries. 3. Add taurine. | Notes: Promotes urinary health. Avoid fish allergens."
Rabbit,Diabetes,Young,Extra Large (25-40kg),Low,Grain,Low-Carb,False,False,2.3,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Sensitive Stomach,Senior,Small (<5kg),High,Dairy,Glucosamine,True,False,0.6,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Sensitive Stomach,Adult,Large (10-25kg),Very Active,Beef,Low-Carb,False,False,2.4,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Diabetes,Puppy,Small (<5kg),Medium,Beef,Low-Carb,True,False,0.5,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Joint Issues,Senior,Medium (5-10kg),High,Grain,Grain-Free,True,False,2.2,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Rabbit,Joint Issues,Senior,Small (<5kg),High,Fish,High-Protein,False,True,2.5,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Dental Health,Young,Large (10-25kg),Low,Grain,Grain-Free,True,False,2.9,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Urinary Health,Young,Small (<5kg),Very Active,Grain,Glucosamine,True,False,0.6,"Recipe: Urinary Care Mix | Ingredients: Boiled chicken breast (1 cup), Dried cranberries (1 tbsp), Pumpkin (1/4 cup), Taurine supplement (1/4 tsp) | Instructions: 1. Shred chicken. 2. Mix with pumpkin and cranberries. 3. Add taurine. | Notes: Promotes urinary health. Avoid fish allergens."
Cat,Feather Health,Young,Large (10-25kg),Very Active,Grain,Organic,False,False,0.8,"Recipe: Digestive Aid | Ingredients: Ground turkey (1 cup, organic), Pumpkin puree (1/2 cup), Dairy-free yogurt (1 tbsp), Slippery elm powder (1/4 tsp) | Instructions: 1. Cook turkey thoroughly. 2. Blend with pumpkin and yogurt. 3. Add slippery elm powder. | Notes: Soothes stomach inflammation. Budget-friendly."
Bird,Joint Issues,Puppy,Small (<5kg),High,Beef,Raw,False,False,0.6,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Cat,Diabetes,Puppy,Small (<5kg),Medium,Beef,Glucosamine,False,True,1.4,"Recipe: Digestive Aid | Ingredients: Ground turkey (1 cup, organic), Pumpkin puree (1/2 cup), Dairy-free yogurt (1 tbsp), Slippery elm powder (1/4 tsp) | Instructions: 1. Cook turkey thoroughly. 2. Blend with pumpkin and yogurt. 3. Add slippery elm powder. | Notes: Soothes stomach inflammation. Budget-friendly."
Bird,Feather Health,Senior,Small (<5kg),Very Active,Fish,Organic,True,True,1.8,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Joint Issues,Young,Small (<5kg),Very Active,None,Organic,True,False,2.3,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Feather Health,Puppy,Small (<5kg),Very Active,None,High-Protein,False,False,1.8,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Bird,Joint Issues,Puppy,Extra Large (25-40kg),Very Active,Dairy,Raw,False,False,0.8,Recipe: General Recipe | Ingredients: Unknown Ingredients | Instructions: No Instructions | Notes: No Notes
Dog,Sensitive Stomach,Puppy,Medium (5-10kg),Very Active,Beef,Glucosamine,True,False,1.5,"Recipe: Healthy Dog Formula | Ingredients: Fresh salmon (1.5 cups), Cooked quinoa (1 cup), Spinach (1/2 cup), Blueberries (1/4 cup), Fish oil (1 tsp) | Instructions: 1. Bake salmon at 350°F for 20 mins. 2. Mix with quinoa and spinach. 3. Top with blueberries and fish oil | Notes: Supports coat health. Premium ingredients."
